,Movie Name,Description,Genre,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross (in M)
654,The Fugitive,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",Action,1993,130,7.8,87        ,299452,183.88
655,Boyz n the Hood,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.",Crime,1991,112,7.8,76        ,143522,57.5
656,Moonrise Kingdom,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",Comedy,2012,94,7.8,84        ,353662,45.51
657,Ang-ma-reul bo-at-da,A secret agent exacts revenge on a serial killer through a series of captures and releases.,Action,2010,144,7.8,67        ,133726,0.13
658,Big Hero 6,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",Animation,2014,102,7.8,74        ,467921,222.53
659,Moon,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",Drama,2009,97,7.8,67        ,363005,5.01
660,The Sandlot,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",Comedy,1993,101,7.8,55        ,94585,32.42
661,Mr. Nobody,"A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.",Drama,2009,141,7.8,63        ,236477,0.0
662,Back to the Future Part II,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",Adventure,1989,108,7.8,57        ,539579,118.5
663,Misery,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",Drama,1990,107,7.8,75        ,216605,61.28
664,Gattaca,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.,Drama,1997,106,7.8,64        ,308396,12.34
665,My Fair Lady,"In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make crude flower girl, Eliza Doolittle, presentable in high society.",Drama,1964,170,7.8,95        ,97093,72.0
666,Paddington 2,"Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.",Adventure,2017,103,7.8,88        ,82197,40.44
667,East of Eden,"Two brothers in 1910s California struggle to maintain their strict, Bible-toting father's favor as an old secret about their long-absent mother comes to light.",Drama            ,1955,118,7.8,72        ,46411,0.0
668,Serenity,The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.,Action,2005,119,7.8,74        ,298208,25.51
669,Awakenings,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",Biography,1990,121,7.8,74        ,145247,52.1
670,Being John Malkovich,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,Comedy,1999,113,7.8,90        ,339751,22.86
671,La montaña sagrada,"In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment.",Adventure,1973,114,7.8,76        ,44317,0.06
672,La migliore offerta,A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.,Crime,2013,131,7.8,49        ,121516,0.09
673,Straight Outta Compton,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",Biography,2015,147,7.8,72        ,205651,161.2
674,Mississippi Burning,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.,Crime,1988,128,7.8,65        ,102831,34.6
675,Isle of Dogs,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.",Animation,2018,101,7.8,82        ,172941,32.02
676,Guess Who's Coming to Dinner,A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.,Comedy,1967,108,7.8,63        ,46244,56.7
677,Hunt for the Wilderpeople,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,Adventure,2016,101,7.8,81        ,132994,5.2
678,To Have and Have Not,"During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer.",Adventure,1944,100,7.8,90        ,35719,0.0
679,The King of Comedy,"Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself.",Comedy,1982,109,7.8,73        ,106763,2.5
680,How to Train Your Dragon 2,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",Animation,2014,102,7.8,77        ,341131,177.0
681,Män som hatar kvinnor,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.,Crime,2009,152,7.8,76        ,218433,10.1
682,Glory,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",Biography,1989,122,7.8,78        ,137018,26.83
683,The Insider,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,Biography,1999,157,7.8,84        ,173221,28.97
684,The Right Stuff,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred.",Adventure,1983,193,7.8,91        ,62401,21.5
685,Stagecoach,A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.,Adventure,1939,96,7.8,93        ,50370,0.0
686,Cabaret,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,Drama,1972,124,7.8,80        ,56309,42.77
687,Night of the Living Dead,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.,Horror,1968,96,7.8,89        ,131579,0.09
688,The Fall,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.",Adventure,I) (,117,7.8,64        ,113498,2.28
689,Freaks,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",Drama,1932,64,7.8,80        ,47598,0.63
690,The Remains of the Day,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.,Drama,1993,134,7.8,86        ,76259,22.95
691,Dawn of the Dead,"During an escalating zombie epidemic, two Philadelphia SWAT team members, a traffic reporter and his TV executive girlfriend seek refuge in a secluded shopping mall.",Horror,1978,127,7.8,71        ,122897,5.1
692,Majo no takkyûbin,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",Animation,1989,103,7.8,83        ,148075,0.0
693,Hannah and Her Sisters,"Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",Comedy,1986,107,7.8,90        ,72652,40.08
694,Pride,U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,Biography,I) (,119,7.8,79        ,58611,0.0
695,Kramer vs. Kramer,"After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation.",Drama            ,1979,105,7.8,77        ,147481,106.26
696,Changeling,Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when they try to pass off an obvious impostor as her missing child.,Biography,2008,141,7.8,63        ,257941,35.74
697,The Outlaw Josey Wales,Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.,Western            ,1976,135,7.8,69        ,75352,31.8
698,October Sky,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.",Biography,1999,108,7.8,71        ,92989,32.48
